,0
873,263.7003815361604
874,267.82052673981076
875,254.11138365534796
876,274.63877209042437
877,284.36232108757116
878,306.3223534816127
879,264.56225751481395
880,288.96251217736324
881,310.81629834394806
882,246.60989249071525
883,299.8651456765341
884,256.7278369413393
885,240.25502641625164
886,234.19794087607647
887,235.86387571356576
888,286.82894784495073
889,263.54571787021007
890,245.0728930080843
891,276.7455239848765
892,239.24811943608012
893,247.58531060380113
894,255.95925761441046
895,294.9786130390663
896,281.2321878292768
897,9.034242699967706
898,298.0661443153244
899,258.9187354234039
900,251.08245550278426
901,284.87316919472084
902,259.07144437818755
903,283.11713180610127
904,256.3225763442093
905,268.6360540110055
906,245.02574315465708
907,234.2596867217083
908,249.13345817642698
909,280.8832897698119
910,279.47436456024286
911,288.9154577492185
912,265.92622183762694
913,251.28637936077885
914,289.6040248033669
915,257.0150274134541
916,272.6475356018488
917,287.2561614827154
918,294.2944485750674
919,263.06062961504233
920,269.98126677034656
921,255.68880232389782
922,267.9049170967936
923,276.8322787985587
924,253.2693300205344
925,262.1320078069055
926,281.1470017603239
927,275.89764671370705
928,270.16752711906634
929,268.9866601937324
930,287.9051663277718
931,299.21025044047616
932,290.43519836881467
933,286.88465159354564
934,275.98997313843904
935,271.7507320942573
936,256.85685859210304
937,276.0819282237455
938,287.3142147245551
939,307.4406990703076
940,274.3004711550848
941,291.20822511077836
942,285.6146104770616
943,248.71946202199263
944,248.72788636281945
945,293.5313697838044
946,203.38613872798192
947,306.9412943111838
948,241.50677076446658
949,276.10329340311074
950,262.5592316244557
951,286.04672128424147
952,234.41396870426405
953,288.9750893837756
954,271.22225231163173
955,229.47712561586016
956,248.4703922129745
957,299.58259826476854
958,267.5444522484453
959,316.1516290009762
960,267.92107617288724
961,269.4291252252566
962,288.449514706336
963,267.7442454260089
964,266.6701661007236
965,286.4183939266019
966,241.45362752613127
967,280.03134069372663
968,-160.13166991104094
969,266.64801707580864
970,263.1757281314112
971,271.73060625712037
972,297.3435617197856
973,234.99747214259676
974,230.6207142401382
975,253.79578368897492
976,268.6593652313578
977,255.54929632335586
978,285.6274542596959
979,272.88605974149533
980,284.15377078722315
981,254.3709887275214
982,266.94925545265755
983,257.3694055219444
984,250.6844613432681
985,247.34465897858468
986,261.52815978583226
987,267.17438759137667
988,-19.472940476095147
989,302.1310854793661
990,270.0102673981344
991,263.7490663458957
992,258.7922101390416
993,265.63578634870487
994,259.66032077855715
995,264.9084372672555
996,270.9928023745381
997,290.0550426837682
998,278.9985207270612
999,277.0096703492396
